"","year","period","value_earnings","industry_text"
"694",2016,"08",6737,"Construction"
"695",2016,"09",6768,"Construction"
"696",2016,"10",6798,"Construction"
"697",2016,"11",6819,"Construction"
"698",2016,"12",6821,"Construction"
"699",2017,"01",6847,"Construction"
"700",2017,"02",6889,"Construction"
"701",2017,"03",6909,"Construction"
"702",2017,"04",6916,"Construction"
"703",2017,"05",6928,"Construction"
"704",2017,"06",6955,"Construction"
"705",2017,"07",6960,"Construction"
"706",2017,"08",6990,"Construction"
"707",2017,"09",7004,"Construction"
"708",2017,"10",7027,"Construction"
"709",2017,"11",7066,"Construction"
"710",2017,"12",7093,"Construction"
"711",2018,"01",7114,"Construction"
"712",2018,"02",7200,"Construction"
"713",2018,"03",7205,"Construction"
"714",2018,"04",7223,"Construction"
"715",2018,"05",7266,"Construction"
"716",2018,"06",7282,"Construction"
"717",2018,"07",7304,"Construction"
"718",2018,"08",7335,"Construction"
"719",2018,"09",7355,"Construction"
"720",2018,"10",7378,"Construction"
"721",2018,"11",7376,"Construction"
"722",2018,"12",7402,"Construction"
"723",2019,"01",7452,"Construction"
"724",2019,"02",7423,"Construction"
"725",2019,"03",7443,"Construction"
"726",2019,"04",7469,"Construction"
"727",2019,"05",7478,"Construction"
"728",2019,"06",7497,"Construction"
"729",2019,"07",7504,"Construction"
"730",2019,"08",7508,"Construction"
"731",2019,"09",7524,"Construction"
"732",2019,"10",7541,"Construction"
"733",2019,"11",7539,"Construction"
"734",2019,"12",7555,"Construction"
"735",2020,"01",7593,"Construction"
"736",2020,"02",7639,"Construction"
"737",2020,"03",7574,"Construction"
"738",2020,"04",6556,"Construction"
"739",2020,"05",7012,"Construction"
"740",2020,"06",7175,"Construction"
"741",2020,"07",7195,"Construction"
"742",2000,"01",17284,"Manufacturing"
"743",2000,"02",17285,"Manufacturing"
"744",2000,"03",17302,"Manufacturing"
"745",2000,"04",17298,"Manufacturing"
"746",2000,"05",17279,"Manufacturing"
"747",2000,"06",17296,"Manufacturing"
"748",2000,"07",17322,"Manufacturing"
"749",2000,"08",17287,"Manufacturing"
"750",2000,"09",17230,"Manufacturing"
"751",2000,"10",17217,"Manufacturing"
"752",2000,"11",17202,"Manufacturing"
"753",2000,"12",17181,"Manufacturing"
"754",2001,"01",17104,"Manufacturing"
"755",2001,"02",17028,"Manufacturing"
"756",2001,"03",16938,"Manufacturing"
"757",2001,"04",16802,"Manufacturing"
"758",2001,"05",16661,"Manufacturing"
"759",2001,"06",16515,"Manufacturing"
"760",2001,"07",16382,"Manufacturing"
"761",2001,"08",16232,"Manufacturing"
"762",2001,"09",16117,"Manufacturing"
"763",2001,"10",15972,"Manufacturing"
"764",2001,"11",15825,"Manufacturing"
"765",2001,"12",15711,"Manufacturing"
"766",2002,"01",15587,"Manufacturing"
"767",2002,"02",15515,"Manufacturing"
"768",2002,"03",15443,"Manufacturing"
"769",2002,"04",15392,"Manufacturing"
"770",2002,"05",15337,"Manufacturing"
"771",2002,"06",15298,"Manufacturing"
"772",2002,"07",15256,"Manufacturing"
"773",2002,"08",15171,"Manufacturing"
"774",2002,"09",15119,"Manufacturing"
"775",2002,"10",15060,"Manufacturing"
"776",2002,"11",14992,"Manufacturing"
"777",2002,"12",14912,"Manufacturing"
"778",2003,"01",14866,"Manufacturing"
"779",2003,"02",14781,"Manufacturing"
"780",2003,"03",14721,"Manufacturing"
"781",2003,"04",14609,"Manufacturing"
"782",2003,"05",14557,"Manufacturing"
"783",2003,"06",14493,"Manufacturing"
"784",2003,"07",14402,"Manufacturing"
"785",2003,"08",14376,"Manufacturing"
"786",2003,"09",14347,"Manufacturing"
"787",2003,"10",14334,"Manufacturing"
"788",2003,"11",14316,"Manufacturing"
"789",2003,"12",14300,"Manufacturing"
"790",2004,"01",14290,"Manufacturing"
"791",2004,"02",14279,"Manufacturing"
"792",2004,"03",14287,"Manufacturing"
"793",2004,"04",14315,"Manufacturing"
"794",2004,"05",14342,"Manufacturing"
"795",2004,"06",14332,"Manufacturing"
"796",2004,"07",14330,"Manufacturing"
"797",2004,"08",14345,"Manufacturing"
"798",2004,"09",14331,"Manufacturing"
"799",2004,"10",14332,"Manufacturing"
"800",2004,"11",14307,"Manufacturing"
"801",2004,"12",14287,"Manufacturing"
"802",2005,"01",14257,"Manufacturing"
"803",2005,"02",14273,"Manufacturing"
"804",2005,"03",14269,"Manufacturing"
"805",2005,"04",14250,"Manufacturing"
"806",2005,"05",14256,"Manufacturing"
"807",2005,"06",14227,"Manufacturing"
"808",2005,"07",14226,"Manufacturing"
"809",2005,"08",14203,"Manufacturing"
"810",2005,"09",14175,"Manufacturing"
"811",2005,"10",14192,"Manufacturing"
"812",2005,"11",14187,"Manufacturing"
"813",2005,"12",14193,"Manufacturing"
"814",2006,"01",14210,"Manufacturing"
"815",2006,"02",14209,"Manufacturing"
"816",2006,"03",14214,"Manufacturing"
"817",2006,"04",14226,"Manufacturing"
"818",2006,"05",14203,"Manufacturing"
"819",2006,"06",14213,"Manufacturing"
"820",2006,"07",14188,"Manufacturing"
"821",2006,"08",14159,"Manufacturing"
"822",2006,"09",14125,"Manufacturing"
"823",2006,"10",14075,"Manufacturing"
"824",2006,"11",14041,"Manufacturing"
"825",2006,"12",14015,"Manufacturing"
"826",2007,"01",14008,"Manufacturing"
"827",2007,"02",13997,"Manufacturing"
"828",2007,"03",13970,"Manufacturing"
"829",2007,"04",13945,"Manufacturing"
"830",2007,"05",13929,"Manufacturing"
"831",2007,"06",13911,"Manufacturing"
"832",2007,"07",13889,"Manufacturing"
"833",2007,"08",13828,"Manufacturing"
"834",2007,"09",13790,"Manufacturing"
"835",2007,"10",13764,"Manufacturing"
"836",2007,"11",13757,"Manufacturing"
"837",2007,"12",13746,"Manufacturing"
"838",2008,"01",13725,"Manufacturing"
"839",2008,"02",13696,"Manufacturing"
"840",2008,"03",13659,"Manufacturing"
"841",2008,"04",13599,"Manufacturing"
"842",2008,"05",13564,"Manufacturing"
"843",2008,"06",13504,"Manufacturing"
"844",2008,"07",13430,"Manufacturing"
"845",2008,"08",13358,"Manufacturing"
"846",2008,"09",13275,"Manufacturing"
"847",2008,"10",13147,"Manufacturing"
"848",2008,"11",13034,"Manufacturing"
"849",2008,"12",12850,"Manufacturing"
"850",2009,"01",12561,"Manufacturing"
"851",2009,"02",12380,"Manufacturing"
"852",2009,"03",12208,"Manufacturing"
"853",2009,"04",12030,"Manufacturing"
"854",2009,"05",11862,"Manufacturing"
"855",2009,"06",11726,"Manufacturing"
"856",2009,"07",11668,"Manufacturing"
"857",2009,"08",11626,"Manufacturing"
"858",2009,"09",11591,"Manufacturing"
"859",2009,"10",11538,"Manufacturing"
"860",2009,"11",11509,"Manufacturing"
"861",2009,"12",11475,"Manufacturing"
"862",2010,"01",11460,"Manufacturing"
"863",2010,"02",11453,"Manufacturing"
"864",2010,"03",11453,"Manufacturing"
"865",2010,"04",11489,"Manufacturing"
"866",2010,"05",11525,"Manufacturing"
"867",2010,"06",11545,"Manufacturing"
"868",2010,"07",11561,"Manufacturing"
"869",2010,"08",11553,"Manufacturing"
"870",2010,"09",11563,"Manufacturing"
"871",2010,"10",11562,"Manufacturing"
"872",2010,"11",11585,"Manufacturing"
"873",2010,"12",11595,"Manufacturing"
"874",2011,"01",11621,"Manufacturing"
"875",2011,"02",11654,"Manufacturing"
"876",2011,"03",11675,"Manufacturing"
"877",2011,"04",11704,"Manufacturing"
"878",2011,"05",11713,"Manufacturing"
"879",2011,"06",11727,"Manufacturing"
"880",2011,"07",11746,"Manufacturing"
"881",2011,"08",11764,"Manufacturing"
"882",2011,"09",11769,"Manufacturing"
"883",2011,"10",11780,"Manufacturing"
"884",2011,"11",11770,"Manufacturing"
"885",2011,"12",11802,"Manufacturing"
"886",2012,"01",11838,"Manufacturing"
"887",2012,"02",11860,"Manufacturing"
"888",2012,"03",11898,"Manufacturing"
"889",2012,"04",11916,"Manufacturing"
"890",2012,"05",11927,"Manufacturing"
"891",2012,"06",11936,"Manufacturing"
"892",2012,"07",11964,"Manufacturing"
"893",2012,"08",11960,"Manufacturing"
"894",2012,"09",11954,"Manufacturing"
"895",2012,"10",11961,"Manufacturing"
"896",2012,"11",11950,"Manufacturing"
"897",2012,"12",11960,"Manufacturing"
"898",2013,"01",11983,"Manufacturing"
"899",2013,"02",11996,"Manufacturing"
"900",2013,"03",11999,"Manufacturing"
"901",2013,"04",12000,"Manufacturing"
"902",2013,"05",12000,"Manufacturing"
"903",2013,"06",12004,"Manufacturing"
"904",2013,"07",11984,"Manufacturing"
"905",2013,"08",12014,"Manufacturing"
"906",2013,"09",12032,"Manufacturing"
"907",2013,"10",12056,"Manufacturing"
"908",2013,"11",12079,"Manufacturing"
"909",2013,"12",12083,"Manufacturing"
"910",2014,"01",12081,"Manufacturing"
"911",2014,"02",12106,"Manufacturing"
"912",2014,"03",12120,"Manufacturing"
"913",2014,"04",12134,"Manufacturing"
"914",2014,"05",12146,"Manufacturing"
"915",2014,"06",12170,"Manufacturing"
"916",2014,"07",12189,"Manufacturing"
"917",2014,"08",12208,"Manufacturing"
"918",2014,"09",12226,"Manufacturing"
"919",2014,"10",12259,"Manufacturing"
"920",2014,"11",12284,"Manufacturing"
"921",2014,"12",12292,"Manufacturing"
"922",2015,"01",12292,"Manufacturing"
"923",2015,"02",12301,"Manufacturing"
"924",2015,"03",12312,"Manufacturing"
"925",2015,"04",12318,"Manufacturing"
"926",2015,"05",12333,"Manufacturing"
"927",2015,"06",12334,"Manufacturing"
"928",2015,"07",12349,"Manufacturing"
"929",2015,"08",12345,"Manufacturing"
"930",2015,"09",12354,"Manufacturing"
"931",2015,"10",12362,"Manufacturing"
"932",2015,"11",12357,"Manufacturing"
"933",2015,"12",12362,"Manufacturing"
"934",2016,"01",12379,"Manufacturing"
"935",2016,"02",12367,"Manufacturing"
"936",2016,"03",12345,"Manufacturing"
"937",2016,"04",12349,"Manufacturing"
"938",2016,"05",12332,"Manufacturing"
"939",2016,"06",12351,"Manufacturing"
"940",2016,"07",12369,"Manufacturing"
"941",2016,"08",12348,"Manufacturing"
"942",2016,"09",12347,"Manufacturing"
"943",2016,"10",12347,"Manufacturing"
"944",2016,"11",12342,"Manufacturing"
"945",2016,"12",12356,"Manufacturing"
"946",2017,"01",12369,"Manufacturing"
"947",2017,"02",12384,"Manufacturing"
"948",2017,"03",12395,"Manufacturing"
"949",2017,"04",12400,"Manufacturing"
"950",2017,"05",12406,"Manufacturing"
"951",2017,"06",12418,"Manufacturing"
"952",2017,"07",12417,"Manufacturing"
"953",2017,"08",12461,"Manufacturing"
"954",2017,"09",12470,"Manufacturing"
"955",2017,"10",12492,"Manufacturing"
"956",2017,"11",12514,"Manufacturing"
"957",2017,"12",12541,"Manufacturing"
"958",2018,"01",12558,"Manufacturing"
"959",2018,"02",12588,"Manufacturing"
"960",2018,"03",12611,"Manufacturing"
"961",2018,"04",12632,"Manufacturing"
"962",2018,"05",12658,"Manufacturing"
"963",2018,"06",12687,"Manufacturing"
"964",2018,"07",12706,"Manufacturing"
"965",2018,"08",12719,"Manufacturing"
"966",2018,"09",12740,"Manufacturing"
"967",2018,"10",12764,"Manufacturing"
"968",2018,"11",12784,"Manufacturing"
"969",2018,"12",12805,"Manufacturing"
"970",2019,"01",12825,"Manufacturing"
"971",2019,"02",12830,"Manufacturing"
"972",2019,"03",12827,"Manufacturing"
"973",2019,"04",12829,"Manufacturing"
"974",2019,"05",12829,"Manufacturing"
"975",2019,"06",12838,"Manufacturing"
"976",2019,"07",12845,"Manufacturing"
"977",2019,"08",12848,"Manufacturing"
"978",2019,"09",12851,"Manufacturing"
"979",2019,"10",12810,"Manufacturing"
"980",2019,"11",12868,"Manufacturing"
"981",2019,"12",12866,"Manufacturing"
"982",2020,"01",12844,"Manufacturing"
"983",2020,"02",12852,"Manufacturing"
"984",2020,"03",12806,"Manufacturing"
"985",2020,"04",11489,"Manufacturing"
"986",2020,"05",11729,"Manufacturing"
"987",2020,"06",12086,"Manufacturing"
"988",2020,"07",12112,"Manufacturing"
"989",2000,"01",10845,"Durable Goods"
"990",2000,"02",10850,"Durable Goods"
"991",2000,"03",10870,"Durable Goods"
"992",2000,"04",10867,"Durable Goods"
"993",2000,"05",10871,"Durable Goods"
"994",2000,"06",10907,"Durable Goods"
"995",2000,"07",10929,"Durable Goods"
"996",2000,"08",10912,"Durable Goods"
"997",2000,"09",10874,"Durable Goods"
"998",2000,"10",10874,"Durable Goods"
"999",2000,"11",10879,"Durable Goods"
"1000",2000,"12",10862,"Durable Goods"
"1001",2001,"01",10804,"Durable Goods"
"1002",2001,"02",10763,"Durable Goods"
"1003",2001,"03",10693,"Durable Goods"
"1004",2001,"04",10594,"Durable Goods"
"1005",2001,"05",10488,"Durable Goods"
"1006",2001,"06",10384,"Durable Goods"
"1007",2001,"07",10285,"Durable Goods"
"1008",2001,"08",10194,"Durable Goods"
"1009",2001,"09",10115,"Durable Goods"
"1010",2001,"10",10002,"Durable Goods"
"1011",2001,"11",9896,"Durable Goods"
"1012",2001,"12",9811,"Durable Goods"
"1013",2002,"01",9708,"Durable Goods"
"1014",2002,"02",9666,"Durable Goods"
"1015",2002,"03",9611,"Durable Goods"
"1016",2002,"04",9578,"Durable Goods"
"1017",2002,"05",9545,"Durable Goods"
"1018",2002,"06",9513,"Durable Goods"
"1019",2002,"07",9484,"Durable Goods"
"1020",2002,"08",9434,"Durable Goods"
"1021",2002,"09",9388,"Durable Goods"
"1022",2002,"10",9346,"Durable Goods"
"1023",2002,"11",9295,"Durable Goods"
"1024",2002,"12",9241,"Durable Goods"
"1025",2003,"01",9196,"Durable Goods"
"1026",2003,"02",9134,"Durable Goods"
"1027",2003,"03",9096,"Durable Goods"
"1028",2003,"04",9019,"Durable Goods"
"1029",2003,"05",8983,"Durable Goods"
"1030",2003,"06",8944,"Durable Goods"
"1031",2003,"07",8886,"Durable Goods"
"1032",2003,"08",8869,"Durable Goods"
"1033",2003,"09",8855,"Durable Goods"
"1034",2003,"10",8855,"Durable Goods"
"1035",2003,"11",8861,"Durable Goods"
"1036",2003,"12",8857,"Durable Goods"
"1037",2004,"01",8862,"Durable Goods"
"1038",2004,"02",8866,"Durable Goods"
"1039",2004,"03",8874,"Durable Goods"
"1040",2004,"04",8900,"Durable Goods"
"1041",2004,"05",8926,"Durable Goods"
"1042",2004,"06",8932,"Durable Goods"
"1043",2004,"07",8935,"Durable Goods"
"1044",2004,"08",8963,"Durable Goods"
"1045",2004,"09",8957,"Durable Goods"
"1046",2004,"10",8968,"Durable Goods"
"1047",2004,"11",8958,"Durable Goods"
"1048",2004,"12",8954,"Durable Goods"
"1049",2005,"01",8943,"Durable Goods"
"1050",2005,"02",8965,"Durable Goods"
"1051",2005,"03",8960,"Durable Goods"
"1052",2005,"04",8955,"Durable Goods"
"1053",2005,"05",8969,"Durable Goods"
"1054",2005,"06",8954,"Durable Goods"
"1055",2005,"07",8952,"Durable Goods"
"1056",2005,"08",8948,"Durable Goods"
"1057",2005,"09",8931,"Durable Goods"
"1058",2005,"10",8958,"Durable Goods"
"1059",2005,"11",8955,"Durable Goods"
"1060",2005,"12",8965,"Durable Goods"
"1061",2006,"01",8982,"Durable Goods"
"1062",2006,"02",8986,"Durable Goods"
"1063",2006,"03",9000,"Durable Goods"
"1064",2006,"04",9020,"Durable Goods"
"1065",2006,"05",9017,"Durable Goods"
"1066",2006,"06",9028,"Durable Goods"
"1067",2006,"07",9008,"Durable Goods"
"1068",2006,"08",8992,"Durable Goods"
"1069",2006,"09",8972,"Durable Goods"
"1070",2006,"10",8945,"Durable Goods"
"1071",2006,"11",8918,"Durable Goods"
"1072",2006,"12",8913,"Durable Goods"
"1073",2007,"01",8890,"Durable Goods"
"1074",2007,"02",8889,"Durable Goods"
"1075",2007,"03",8871,"Durable Goods"
"1076",2007,"04",8860,"Durable Goods"
"1077",2007,"05",8846,"Durable Goods"
"1078",2007,"06",8830,"Durable Goods"
"1079",2007,"07",8815,"Durable Goods"
"1080",2007,"08",8778,"Durable Goods"
"1081",2007,"09",8752,"Durable Goods"
"1082",2007,"10",8727,"Durable Goods"
"1083",2007,"11",8724,"Durable Goods"
"1084",2007,"12",8707,"Durable Goods"
"1085",2008,"01",8693,"Durable Goods"
"1086",2008,"02",8673,"Durable Goods"
"1087",2008,"03",8646,"Durable Goods"
"1088",2008,"04",8597,"Durable Goods"
"1089",2008,"05",8579,"Durable Goods"
"1090",2008,"06",8542,"Durable Goods"
"1091",2008,"07",8488,"Durable Goods"
"1092",2008,"08",8430,"Durable Goods"
"1093",2008,"09",8372,"Durable Goods"
"1094",2008,"10",8275,"Durable Goods"
"1095",2008,"11",8193,"Durable Goods"
"1096",2008,"12",8065,"Durable Goods"
"1097",2009,"01",7832,"Durable Goods"
"1098",2009,"02",7699,"Durable Goods"
"1099",2009,"03",7577,"Durable Goods"
"1100",2009,"04",7428,"Durable Goods"
"1101",2009,"05",7289,"Durable Goods"
"1102",2009,"06",7182,"Durable Goods"
"1103",2009,"07",7146,"Durable Goods"
"1104",2009,"08",7113,"Durable Goods"
"1105",2009,"09",7084,"Durable Goods"
"1106",2009,"10",7044,"Durable Goods"
"1107",2009,"11",7020,"Durable Goods"
"1108",2009,"12",6999,"Durable Goods"
"1109",2010,"01",6989,"Durable Goods"
"1110",2010,"02",6985,"Durable Goods"
"1111",2010,"03",6996,"Durable Goods"
"1112",2010,"04",7026,"Durable Goods"
"1113",2010,"05",7053,"Durable Goods"
"1114",2010,"06",7072,"Durable Goods"
"1115",2010,"07",7083,"Durable Goods"
"1116",2010,"08",7090,"Durable Goods"
"1117",2010,"09",7105,"Durable Goods"
"1118",2010,"10",7109,"Durable Goods"
"1119",2010,"11",7125,"Durable Goods"
"1120",2010,"12",7137,"Durable Goods"
"1121",2011,"01",7168,"Durable Goods"
"1122",2011,"02",7195,"Durable Goods"
"1123",2011,"03",7214,"Durable Goods"
"1124",2011,"04",7240,"Durable Goods"
"1125",2011,"05",7257,"Durable Goods"
"1126",2011,"06",7275,"Durable Goods"
"1127",2011,"07",7289,"Durable Goods"
"1128",2011,"08",7303,"Durable Goods"
"1129",2011,"09",7313,"Durable Goods"
"1130",2011,"10",7330,"Durable Goods"
"1131",2011,"11",7331,"Durable Goods"
"1132",2011,"12",7368,"Durable Goods"
"1133",2012,"01",7398,"Durable Goods"
"1134",2012,"02",7420,"Durable Goods"
"1135",2012,"03",7446,"Durable Goods"
"1136",2012,"04",7461,"Durable Goods"
"1137",2012,"05",7471,"Durable Goods"
"1138",2012,"06",7480,"Durable Goods"
"1139",2012,"07",7503,"Durable Goods"
"1140",2012,"08",7492,"Durable Goods"
"1141",2012,"09",7483,"Durable Goods"
"1142",2012,"10",7485,"Durable Goods"
"1143",2012,"11",7488,"Durable Goods"
