"","year","period","value_emp","sexs_code","industry_text"
"392",2000,"03","        1047",0,"Agriculture, forestry, fishing, and hunting"
"393",2000,"04","        1029",0,"Agriculture, forestry, fishing, and hunting"
"394",2000,"05","        1055",0,"Agriculture, forestry, fishing, and hunting"
"395",2000,"06","        1018",0,"Agriculture, forestry, fishing, and hunting"
"396",2014,"04","         761",0,"Agriculture, forestry, fishing, and hunting"
"397",2000,"08","        1032",0,"Agriculture, forestry, fishing, and hunting"
"398",2014,"06","         725",0,"Agriculture, forestry, fishing, and hunting"
"399",2001,"02","         997",0,"Agriculture, forestry, fishing, and hunting"
"400",2008,"01","         937",0,"Agriculture, forestry, fishing, and hunting"
"401",2008,"03","         832",0,"Agriculture, forestry, fishing, and hunting"
"402",2008,"04","         830",0,"Agriculture, forestry, fishing, and hunting"
"403",2008,"05","         838",0,"Agriculture, forestry, fishing, and hunting"
"404",2008,"06","         829",0,"Agriculture, forestry, fishing, and hunting"
"405",2018,"05","         760",0,"Agriculture, forestry, fishing, and hunting"
"406",2008,"10","         839",0,"Agriculture, forestry, fishing, and hunting"
"407",2008,"11","         933",0,"Agriculture, forestry, fishing, and hunting"
"408",2018,"11","         773",0,"Agriculture, forestry, fishing, and hunting"
"409",2018,"12","         759",0,"Agriculture, forestry, fishing, and hunting"
"410",2019,"01","         796",0,"Agriculture, forestry, fishing, and hunting"
"411",2019,"02","         773",0,"Agriculture, forestry, fishing, and hunting"
"412",2019,"03","         647",0,"Agriculture, forestry, fishing, and hunting"
"413",2019,"04","         693",0,"Agriculture, forestry, fishing, and hunting"
"414",2019,"05","         694",0,"Agriculture, forestry, fishing, and hunting"
"415",2019,"06","         774",0,"Agriculture, forestry, fishing, and hunting"
"416",2019,"07","         785",0,"Agriculture, forestry, fishing, and hunting"
"417",2019,"08","         785",0,"Agriculture, forestry, fishing, and hunting"
"418",2019,"09","         765",0,"Agriculture, forestry, fishing, and hunting"
"419",2019,"10","         793",0,"Agriculture, forestry, fishing, and hunting"
"420",2019,"11","         692",0,"Agriculture, forestry, fishing, and hunting"
"421",2019,"12","         684",0,"Agriculture, forestry, fishing, and hunting"
"422",2020,"01","         647",0,"Agriculture, forestry, fishing, and hunting"
"423",2020,"02","         645",0,"Agriculture, forestry, fishing, and hunting"
"424",2020,"03","         660",0,"Agriculture, forestry, fishing, and hunting"
"425",2020,"04","         701",0,"Agriculture, forestry, fishing, and hunting"
"426",2020,"05","         738",0,"Agriculture, forestry, fishing, and hunting"
"427",2020,"06","         716",0,"Agriculture, forestry, fishing, and hunting"
"428",2020,"07","         677",0,"Agriculture, forestry, fishing, and hunting"
"429",2010,"09","         802",0,"Agriculture, forestry, fishing, and hunting"
"430",2000,"01","        1023",0,"Agriculture, forestry, fishing, and hunting"
"431",2000,"02","        1089",0,"Agriculture, forestry, fishing, and hunting"
"432",2017,"04","         901",0,"Agriculture, forestry, fishing, and hunting"
"433",2014,"12","         823",0,"Agriculture, forestry, fishing, and hunting"
"434",2018,"06","         732",0,"Agriculture, forestry, fishing, and hunting"
"435",2018,"10","         704",0,"Agriculture, forestry, fishing, and hunting"
"436",2000,"07","        1006",0,"Agriculture, forestry, fishing, and hunting"
"437",2007,"10","         896",0,"Agriculture, forestry, fishing, and hunting"
"438",2000,"09","        1001",0,"Agriculture, forestry, fishing, and hunting"
"439",2000,"10","         938",0,"Agriculture, forestry, fishing, and hunting"
"440",2017,"10","         738",0,"Agriculture, forestry, fishing, and hunting"
"441",2004,"09","         953",0,"Agriculture, forestry, fishing, and hunting"
"442",2004,"10","         934",0,"Agriculture, forestry, fishing, and hunting"
"443",2004,"11","         956",0,"Agriculture, forestry, fishing, and hunting"
"444",2001,"06","         917",0,"Agriculture, forestry, fishing, and hunting"
"445",2015,"02","         827",0,"Agriculture, forestry, fishing, and hunting"
"446",2002,"09","         982",0,"Agriculture, forestry, fishing, and hunting"
"447",2002,"10","        1053",0,"Agriculture, forestry, fishing, and hunting"
"448",2002,"11","        1036",0,"Agriculture, forestry, fishing, and hunting"
"449",2018,"09","         794",0,"Agriculture, forestry, fishing, and hunting"
"450",2018,"08","         758",0,"Agriculture, forestry, fishing, and hunting"
"451",2003,"02","         992",0,"Agriculture, forestry, fishing, and hunting"
"452",2001,"11","         977",0,"Agriculture, forestry, fishing, and hunting"
"453",2001,"12","        1019",0,"Agriculture, forestry, fishing, and hunting"
"454",2012,"08","         730",0,"Agriculture, forestry, fishing, and hunting"
"455",2012,"09","         764",0,"Agriculture, forestry, fishing, and hunting"
"456",2002,"06","         886",0,"Agriculture, forestry, fishing, and hunting"
"457",2002,"07","         935",0,"Agriculture, forestry, fishing, and hunting"
"458",2002,"08","         939",0,"Agriculture, forestry, fishing, and hunting"
"459",2018,"04","         764",0,"Agriculture, forestry, fishing, and hunting"
"460",2014,"11","         762",0,"Agriculture, forestry, fishing, and hunting"
"461",2016,"04","         864",0,"Agriculture, forestry, fishing, and hunting"
"462",2002,"12","        1050",0,"Agriculture, forestry, fishing, and hunting"
"463",2003,"01","        1090",0,"Agriculture, forestry, fishing, and hunting"
"464",2017,"07","         715",0,"Agriculture, forestry, fishing, and hunting"
"465",2003,"03","         958",0,"Agriculture, forestry, fishing, and hunting"
"466",2003,"04","         928",0,"Agriculture, forestry, fishing, and hunting"
"467",2003,"05","         950",0,"Agriculture, forestry, fishing, and hunting"
"468",2003,"06","         936",0,"Agriculture, forestry, fishing, and hunting"
"469",2003,"07","         925",0,"Agriculture, forestry, fishing, and hunting"
"470",2018,"02","         772",0,"Agriculture, forestry, fishing, and hunting"
"471",2017,"03","         819",0,"Agriculture, forestry, fishing, and hunting"
"472",2002,"04","        1015",0,"Agriculture, forestry, fishing, and hunting"
"473",2016,"03","         897",0,"Agriculture, forestry, fishing, and hunting"
"474",2002,"05","         960",0,"Agriculture, forestry, fishing, and hunting"
"475",2016,"05","         870",0,"Agriculture, forestry, fishing, and hunting"
"476",2007,"09","         875",0,"Agriculture, forestry, fishing, and hunting"
"477",2018,"07","         778",0,"Agriculture, forestry, fishing, and hunting"
"478",2007,"11","         910",0,"Agriculture, forestry, fishing, and hunting"
"479",2007,"12","         878",0,"Agriculture, forestry, fishing, and hunting"
"480",2017,"09","         723",0,"Agriculture, forestry, fishing, and hunting"
"481",2017,"12","         795",0,"Agriculture, forestry, fishing, and hunting"
"482",2018,"01","         784",0,"Agriculture, forestry, fishing, and hunting"
"483",2002,"02","        1065",0,"Agriculture, forestry, fishing, and hunting"
"484",2015,"01","         853",0,"Agriculture, forestry, fishing, and hunting"
"485",2018,"03","         807",0,"Agriculture, forestry, fishing, and hunting"
"486",2014,"10","         810",0,"Agriculture, forestry, fishing, and hunting"
"487",2002,"01","        1072",0,"Agriculture, forestry, fishing, and hunting"
"488",2017,"08","         716",0,"Agriculture, forestry, fishing, and hunting"
"489",2016,"06","         833",0,"Agriculture, forestry, fishing, and hunting"
"490",2014,"08","         728",0,"Agriculture, forestry, fishing, and hunting"
"491",2014,"09","         796",0,"Agriculture, forestry, fishing, and hunting"
"492",2014,"07","         721",0,"Agriculture, forestry, fishing, and hunting"
"493",2002,"03","        1073",0,"Agriculture, forestry, fishing, and hunting"
"494",2017,"11","         787",0,"Agriculture, forestry, fishing, and hunting"
"495",2015,"06","      137528",0,"Nonagriculture industries"
"496",2007,"06","      134205",0,"Nonagriculture industries"
"497",2014,"09","      135534",0,"Nonagriculture industries"
"498",2008,"11","      133022",0,"Nonagriculture industries"
"499",2008,"08","      133707",0,"Nonagriculture industries"
"500",2017,"05","      141939",0,"Nonagriculture industries"
"501",2015,"03","      136806",0,"Nonagriculture industries"
"502",2007,"04","      133678",0,"Nonagriculture industries"
"503",2009,"10","      127533",0,"Nonagriculture industries"
"504",2017,"04","      141915",0,"Nonagriculture industries"
"505",2008,"09","      133517",0,"Nonagriculture industries"
"506",2015,"04","      137223",0,"Nonagriculture industries"
"507",2010,"02","      127257",0,"Nonagriculture industries"
"508",2009,"11","      127467",0,"Nonagriculture industries"
"509",2006,"11","      133399",0,"Nonagriculture industries"
"510",2008,"10","      133744",0,"Nonagriculture industries"
"511",2007,"03","      134159",0,"Nonagriculture industries"
"512",2007,"05","      134026",0,"Nonagriculture industries"
"513",2015,"02","      137168",0,"Nonagriculture industries"
"514",2010,"09","      128324",0,"Nonagriculture industries"
"515",2010,"10","      127967",0,"Nonagriculture industries"
"516",2017,"06","      142008",0,"Nonagriculture industries"
"517",2007,"08","      134261",0,"Nonagriculture industries"
"518",2009,"12","      126760",0,"Nonagriculture industries"
"519",2010,"01","      127387",0,"Nonagriculture industries"
"520",2014,"07","      135713",0,"Nonagriculture industries"
"521",2010,"03","      127510",0,"Nonagriculture industries"
"522",2010,"04","      127923",0,"Nonagriculture industries"
"523",2010,"05","      127942",0,"Nonagriculture industries"
"524",2006,"12","      133659",0,"Nonagriculture industries"
"525",2007,"02","      134023",0,"Nonagriculture industries"
"526",2010,"08","      128452",0,"Nonagriculture industries"
"527",2008,"04","      134454",0,"Nonagriculture industries"
"528",2008,"05","      134248",0,"Nonagriculture industries"
"529",2008,"06","      134139",0,"Nonagriculture industries"
"530",2015,"05","      137295",0,"Nonagriculture industries"
"531",2012,"01","      130518",0,"Nonagriculture industries"
"532",2012,"02","      131134",0,"Nonagriculture industries"
"533",2012,"03","      131115",0,"Nonagriculture industries"
"534",2012,"04","      131065",0,"Nonagriculture industries"
"535",2008,"12","      132170",0,"Nonagriculture industries"
"536",2009,"01","      131162",0,"Nonagriculture industries"
"537",2009,"02","      130466",0,"Nonagriculture industries"
"538",2007,"01","      133991",0,"Nonagriculture industries"
"539",2015,"01","      136781",0,"Nonagriculture industries"
"540",2012,"10","      132551",0,"Nonagriculture industries"
"541",2012,"11","      132169",0,"Nonagriculture industries"
"542",2012,"12","      132287",0,"Nonagriculture industries"
"543",2013,"01","      132360",0,"Nonagriculture industries"
"544",2013,"02","      132625",0,"Nonagriculture industries"
"545",2013,"03","      132630",0,"Nonagriculture industries"
"546",2013,"04","      132830",0,"Nonagriculture industries"
"547",2013,"05","      133031",0,"Nonagriculture industries"
"548",2013,"06","      133108",0,"Nonagriculture industries"
"549",2013,"07","      133212",0,"Nonagriculture industries"
"550",2013,"08","      133391",0,"Nonagriculture industries"
"551",2009,"03","      129347",0,"Nonagriculture industries"
"552",2013,"10","      132964",0,"Nonagriculture industries"
"553",2013,"11","      133862",0,"Nonagriculture industries"
"554",2013,"12","      133994",0,"Nonagriculture industries"
"555",2014,"01","      134207",0,"Nonagriculture industries"
"556",2014,"02","      134292",0,"Nonagriculture industries"
"557",2007,"07","      134363",0,"Nonagriculture industries"
"558",2017,"07","      142506",0,"Nonagriculture industries"
"559",2007,"09","      134501",0,"Nonagriculture industries"
"560",2007,"10","      134465",0,"Nonagriculture industries"
"561",2014,"08","      135688",0,"Nonagriculture industries"
"562",2014,"10","      136169",0,"Nonagriculture industries"
"563",2014,"11","      136247",0,"Nonagriculture industries"
"564",2013,"09","      133463",0,"Nonagriculture industries"
"565",2014,"12","      136468",0,"Nonagriculture industries"
"566",2011,"10","      129723",0,"Nonagriculture industries"
"567",2004,"10","      127801",0,"Nonagriculture industries"
"568",2004,"11","      128239",0,"Nonagriculture industries"
"569",2004,"12","      128305",0,"Nonagriculture industries"
"570",2008,"07","      133958",0,"Nonagriculture industries"
"571",2005,"02","      128470",0,"Nonagriculture industries"
"572",2005,"03","      128623",0,"Nonagriculture industries"
"573",2015,"07","      137517",0,"Nonagriculture industries"
"574",2015,"08","      137975",0,"Nonagriculture industries"
"575",2012,"05","      131173",0,"Nonagriculture industries"
"576",2012,"06","      131228",0,"Nonagriculture industries"
"577",2012,"07","      131164",0,"Nonagriculture industries"
"578",2012,"08","      131353",0,"Nonagriculture industries"
"579",2012,"09","      131855",0,"Nonagriculture industries"
"580",2016,"01","      139370",0,"Nonagriculture industries"
"581",2016,"02","      139594",0,"Nonagriculture industries"
"582",2016,"03","      139576",0,"Nonagriculture industries"
"583",2016,"04","      139490",0,"Nonagriculture industries"
"584",2016,"05","      139718",0,"Nonagriculture industries"
