"","year","period","industry_text","value_earnings","value_jo","value_hi","value_ts","value_qu","value_dl","turnover","growth"
"329",2003,"01","Government",21626,422,349,306,142,107,"low_turnover","medium_growth"
"330",2003,"01","Information",3266,119,92,109,62,42,"low_turnover","low_growth"
"331",2003,"01","Leisure and hospitality",12173,392,857,823,473,291,"high_turnover","medium_growth"
"332",2003,"01","Manufacturing",14866,233,414,446,172,227,"medium_turnover","medium_growth"
"333",2003,"01","Mining and logging",576,5,19,20,8,9,"low_turnover","low_growth"
"334",2003,"01","Other services",5399,133,220,219,128,79,"low_turnover","low_growth"
"335",2003,"01","Professional and business services",15967,684,859,831,395,362,"high_turnover","high_growth"
"336",2003,"01","Retail trade",14964.3,366,738,761,389,313,"high_turnover","medium_growth"
"337",2003,"01","Total private",108954,3077,4710,4729,2294,2006,"high_turnover","high_growth"
"338",2003,"01","Trade, transportation, and utilities",25322,558,1027,1099,518,472,"high_turnover","high_growth"
"339",2003,"02","Construction",6667,80,363,411,147,251,"medium_turnover","low_growth"
"340",2003,"02","Education and health services",16696,594,468,431,266,143,"medium_turnover","high_growth"
"341",2003,"02","Financial activities",8037,188,224,189,113,53,"low_turnover","low_growth"
"342",2003,"02","Government",21624,372,301,316,137,122,"low_turnover","medium_growth"
"343",2003,"02","Information",3235,69,83,103,52,47,"low_turnover","low_growth"
"344",2003,"02","Leisure and hospitality",12130,362,801,809,501,290,"high_turnover","medium_growth"
"345",2003,"02","Manufacturing",14781,181,366,456,182,226,"medium_turnover","medium_growth"
"346",2003,"02","Mining and logging",575,6,22,25,9,10,"low_turnover","low_growth"
"347",2003,"02","Other services",5405,172,208,202,114,79,"low_turnover","low_growth"
"348",2003,"02","Professional and business services",15994,623,861,841,388,394,"high_turnover","high_growth"
"349",2003,"02","Retail trade",14930.6,337,755,798,450,293,"high_turnover","medium_growth"
"350",2003,"02","Total private",108820,2806,4413,4510,2337,1884,"high_turnover","high_growth"
"351",2003,"02","Trade, transportation, and utilities",25300,531,1017,1044,565,391,"high_turnover","high_growth"
"352",2003,"03","Construction",6654,91,414,423,138,274,"medium_turnover","medium_growth"
"353",2003,"03","Education and health services",16720,576,470,427,257,133,"medium_turnover","high_growth"
"354",2003,"03","Financial activities",8052,199,220,185,103,76,"low_turnover","low_growth"
"355",2003,"03","Government",21610,380,294,311,134,111,"low_turnover","medium_growth"
"356",2003,"03","Information",3221,78,86,99,47,45,"low_turnover","low_growth"
"357",2003,"03","Leisure and hospitality",12109,352,779,822,470,300,"high_turnover","medium_growth"
"358",2003,"03","Manufacturing",14721,188,341,403,151,215,"medium_turnover","medium_growth"
"359",2003,"03","Mining and logging",570,4,18,23,10,10,"low_turnover","low_growth"
"360",2003,"03","Other services",5398,129,189,201,122,75,"low_turnover","low_growth"
"361",2003,"03","Professional and business services",15924,575,691,765,374,298,"high_turnover","high_growth"
"362",2003,"03","Retail trade",14904.1,324,686,747,413,297,"high_turnover","medium_growth"
"363",2003,"03","Total private",108622,2684,4176,4392,2248,1828,"high_turnover","high_growth"
"364",2003,"03","Trade, transportation, and utilities",25253,492,970,1043,575,402,"high_turnover","high_growth"
"365",2003,"04","Construction",6689,172,461,412,98,297,"medium_turnover","medium_growth"
"366",2003,"04","Education and health services",16784,623,470,416,241,145,"medium_turnover","high_growth"
"367",2003,"04","Financial activities",8077,224,232,229,161,50,"low_turnover","low_growth"
"368",2003,"04","Government",21595,348,309,313,137,113,"low_turnover","medium_growth"
"369",2003,"04","Information",3207,58,65,92,49,36,"low_turnover","low_growth"
"370",2003,"04","Leisure and hospitality",12085,371,787,799,466,306,"high_turnover","medium_growth"
"371",2003,"04","Manufacturing",14609,206,320,428,159,218,"medium_turnover","medium_growth"
"372",2003,"04","Mining and logging",566,5,13,18,9,5,"low_turnover","low_growth"
"373",2003,"04","Other services",5397,159,188,193,106,66,"low_turnover","low_growth"
"374",2003,"04","Professional and business services",15927,523,782,797,361,360,"high_turnover","high_growth"
"375",2003,"04","Retail trade",14917.9,355,714,691,380,290,"high_turnover","medium_growth"
"376",2003,"04","Total private",108582,2860,4291,4355,2152,1886,"high_turnover","high_growth"
"377",2003,"04","Trade, transportation, and utilities",25241,520,971,971,502,405,"high_turnover","high_growth"
"378",2003,"05","Construction",6706,125,448,434,155,267,"medium_turnover","medium_growth"
"379",2003,"05","Education and health services",16825,664,487,453,257,166,"medium_turnover","high_growth"
"380",2003,"05","Financial activities",8093,210,220,196,102,68,"low_turnover","low_growth"
"381",2003,"05","Government",21567,340,281,328,144,121,"low_turnover","medium_growth"
"382",2003,"05","Information",3193,51,96,107,58,47,"low_turnover","low_growth"
"383",2003,"05","Leisure and hospitality",12092,430,843,876,443,404,"high_turnover","medium_growth"
"384",2003,"05","Manufacturing",14557,208,329,393,172,187,"medium_turnover","medium_growth"
"385",2003,"05","Mining and logging",569,8,26,22,9,10,"low_turnover","low_growth"
"386",2003,"05","Other services",5401,123,191,199,102,75,"low_turnover","low_growth"
"387",2003,"05","Professional and business services",15977,640,795,772,322,402,"high_turnover","high_growth"
"388",2003,"05","Retail trade",14906.1,357,699,651,399,204,"high_turnover","medium_growth"
"389",2003,"05","Total private",108629,2995,4396,4384,2146,1957,"high_turnover","high_growth"
"390",2003,"05","Trade, transportation, and utilities",25216,536,961,932,526,331,"high_turnover","high_growth"
"391",2003,"06","Construction",6723,116,462,439,158,263,"medium_turnover","medium_growth"
"392",2003,"06","Education and health services",16836,596,481,475,262,169,"medium_turnover","high_growth"
"393",2003,"06","Financial activities",8089,201,200,211,116,64,"low_turnover","low_growth"
"394",2003,"06","Government",21606,425,317,290,127,116,"low_turnover","medium_growth"
"395",2003,"06","Information",3182,59,87,99,48,47,"low_turnover","low_growth"
"396",2003,"06","Leisure and hospitality",12121,424,807,763,483,257,"high_turnover","medium_growth"
"397",2003,"06","Manufacturing",14493,206,335,397,154,214,"medium_turnover","medium_growth"
"398",2003,"06","Mining and logging",572,8,27,24,7,14,"low_turnover","low_growth"
"399",2003,"06","Other services",5397,136,196,186,86,93,"low_turnover","low_growth"
"400",2003,"06","Professional and business services",15992,660,788,779,360,370,"high_turnover","high_growth"
"401",2003,"06","Retail trade",14895.4,347,708,747,398,311,"high_turnover","medium_growth"
"402",2003,"06","Total private",108588,2973,4365,4417,2194,1950,"high_turnover","high_growth"
"403",2003,"06","Trade, transportation, and utilities",25183,566,981,1045,521,458,"high_turnover","high_growth"
"404",2003,"07","Construction",6735,154,456,459,152,293,"medium_turnover","medium_growth"
"405",2003,"07","Education and health services",16842,548,467,454,242,172,"high_turnover","high_growth"
"406",2003,"07","Financial activities",8101,248,208,209,103,83,"low_turnover","low_growth"
"407",2003,"07","Government",21633,350,326,304,142,109,"low_turnover","medium_growth"
"408",2003,"07","Information",3175,68,87,93,45,41,"low_turnover","low_growth"
"409",2003,"07","Leisure and hospitality",12143,338,775,763,467,263,"high_turnover","medium_growth"
"410",2003,"07","Manufacturing",14402,213,339,434,169,232,"medium_turnover","medium_growth"
"411",2003,"07","Mining and logging",571,13,19,22,10,10,"low_turnover","low_growth"
"412",2003,"07","Other services",5400,104,211,209,106,90,"low_turnover","low_growth"
"413",2003,"07","Professional and business services",16030,538,797,760,327,384,"high_turnover","high_growth"
"414",2003,"07","Retail trade",14888,310,676,673,389,247,"high_turnover","medium_growth"
"415",2003,"07","Total private",108558,2724,4313,4395,2141,1969,"high_turnover","high_growth"
"416",2003,"07","Trade, transportation, and utilities",25159,498,954,994,520,401,"high_turnover","high_growth"
"417",2003,"08","Construction",6760,116,505,503,144,348,"medium_turnover","medium_growth"
"418",2003,"08","Education and health services",16851,561,466,460,259,171,"medium_turnover","high_growth"
"419",2003,"08","Financial activities",8101,236,205,211,120,59,"low_turnover","low_growth"
"420",2003,"08","Government",21556,317,252,331,152,122,"low_turnover","medium_growth"
"421",2003,"08","Information",3164,58,80,94,48,42,"low_turnover","low_growth"
"422",2003,"08","Leisure and hospitality",12177,389,815,771,430,312,"high_turnover","medium_growth"
"423",2003,"08","Manufacturing",14376,225,358,386,162,188,"medium_turnover","medium_growth"
"424",2003,"08","Mining and logging",570,6,24,24,8,11,"low_turnover","low_growth"
"425",2003,"08","Other services",5398,117,170,163,97,58,"low_turnover","low_growth"
"426",2003,"08","Professional and business services",16024,609,802,778,305,416,"high_turnover","high_growth"
"427",2003,"08","Retail trade",14906,361,716,687,353,303,"high_turnover","medium_growth"
"428",2003,"08","Total private",108593,2887,4414,4347,2049,2032,"high_turnover","high_growth"
"429",2003,"08","Trade, transportation, and utilities",25172,572,990,956,476,429,"high_turnover","high_growth"
"430",2003,"09","Construction",6783,82,455,432,150,269,"medium_turnover","medium_growth"
"431",2003,"09","Education and health services",16883,542,524,486,301,150,"medium_turnover","high_growth"
"432",2003,"09","Financial activities",8097,212,213,219,120,67,"low_turnover","low_growth"
"433",2003,"09","Government",21504,342,275,305,138,104,"low_turnover","medium_growth"
"434",2003,"09","Information",3163,97,84,89,44,43,"low_turnover","low_growth"
"435",2003,"09","Leisure and hospitality",12208,396,824,779,399,351,"high_turnover","medium_growth"
"436",2003,"09","Manufacturing",14347,192,354,387,167,183,"medium_turnover","medium_growth"
"437",2003,"09","Mining and logging",570,8,19,18,7,8,"low_turnover","low_growth"
"438",2003,"09","Other services",5403,105,204,206,125,67,"low_turnover","low_growth"
"439",2003,"09","Professional and business services",16079,583,810,747,351,353,"high_turnover","high_growth"
"440",2003,"09","Retail trade",14944.1,349,725,685,417,217,"high_turnover","medium_growth"
"441",2003,"09","Total private",108750,2740,4524,4334,2219,1823,"high_turnover","high_growth"
"442",2003,"09","Trade, transportation, and utilities",25217,524,1036,970,556,332,"high_turnover","high_growth"
"443",2003,"10","Construction",6784,103,442,444,148,281,"medium_turnover","medium_growth"
"444",2003,"10","Education and health services",16942,613,510,465,274,160,"medium_turnover","high_growth"
"445",2003,"10","Financial activities",8089,217,190,211,123,55,"low_turnover","low_growth"
"446",2003,"10","Government",21558,368,346,284,136,95,"low_turnover","medium_growth"
"447",2003,"10","Information",3157,109,87,97,57,37,"low_turnover","low_growth"
"448",2003,"10","Leisure and hospitality",12259,458,843,813,485,288,"high_turnover","medium_growth"
"449",2003,"10","Manufacturing",14334,235,367,394,180,179,"medium_turnover","medium_growth"
"450",2003,"10","Mining and logging",573,8,23,20,8,8,"low_turnover","low_growth"
"451",2003,"10","Other services",5403,107,199,194,96,79,"low_turnover","low_growth"
"452",2003,"10","Professional and business services",16102,585,810,772,344,375,"high_turnover","high_growth"
"453",2003,"10","Retail trade",14971.8,333,769,746,425,278,"high_turnover","medium_growth"
"454",2003,"10","Total private",108896,2962,4556,4473,2285,1880,"high_turnover","high_growth"
"455",2003,"10","Trade, transportation, and utilities",25253,528,1086,1062,571,418,"high_turnover","high_growth"
"456",2003,"11","Construction",6796,91,483,473,163,288,"medium_turnover","medium_growth"
"457",2003,"11","Education and health services",16978,578,482,437,264,143,"medium_turnover","high_growth"
"458",2003,"11","Financial activities",8084,231,197,186,100,60,"low_turnover","low_growth"
"459",2003,"11","Government",21535,299,287,305,137,105,"low_turnover","medium_growth"
"460",2003,"11","Information",3150,50,76,84,43,33,"low_turnover","low_growth"
"461",2003,"11","Leisure and hospitality",12284,438,836,815,489,297,"high_turnover","medium_growth"
"462",2003,"11","Manufacturing",14316,200,367,382,178,174,"medium_turnover","low_growth"
"463",2003,"11","Mining and logging",576,5,19,16,9,6,"low_turnover","low_growth"
"464",2003,"11","Other services",5405,140,235,232,138,91,"low_turnover","low_growth"
"465",2003,"11","Professional and business services",16139,627,813,731,333,359,"high_turnover","high_growth"
"466",2003,"11","Retail trade",14925.5,344,692,735,400,297,"high_turnover","medium_growth"
"467",2003,"11","Total private",108939,2918,4481,4369,2258,1849,"high_turnover","high_growth"
"468",2003,"11","Trade, transportation, and utilities",25211,558,973,1013,541,399,"high_turnover","high_growth"
"469",2003,"12","Construction",6827,100,474,433,181,233,"medium_turnover","medium_growth"
"470",2003,"12","Education and health services",17016,558,472,416,273,102,"medium_turnover","high_growth"
"471",2003,"12","Financial activities",8077,198,210,188,109,56,"low_turnover","low_growth"
"472",2003,"12","Government",21546,308,325,314,147,106,"low_turnover","medium_growth"
"473",2003,"12","Information",3150,71,91,92,42,43,"low_turnover","low_growth"
"474",2003,"12","Leisure and hospitality",12320,446,872,831,468,337,"high_turnover","medium_growth"
"475",2003,"12","Manufacturing",14300,202,371,398,193,168,"medium_turnover","low_growth"
"476",2003,"12","Mining and logging",576,8,24,22,8,11,"low_turnover","low_growth"
"477",2003,"12","Other services",5402,144,215,230,117,100,"low_turnover","low_growth"
